"ISO3","Year","AgeLow","AgeUp","Sex","Deaths1","Rate1","Deaths2","Rate2"
"SVN",2004,5,9,"B",12,0.650923951076197,12,0.650923951076197
"SVN",2005,5,9,"B",12,0.621590263849574,12,0.621590263849574
"SVN",2006,5,9,"B",11,0.593609283851485,11,0.593609283851485
"SVN",2007,5,9,"B",10,0.566625517961044,10,0.566625517961044
"SVN",2008,5,9,"B",10,0.541465591388245,10,0.541465591388245
"SVN",2009,5,9,"B",9,0.517170543007074,9,0.517170543007074
"SVN",2010,5,9,"B",9,0.494134250693021,9,0.494134250693021
"SVN",2011,5,9,"B",9,0.47234670135446,9,0.47234670135446
"SVN",2012,5,9,"B",9,0.451647818215645,9,0.451647818215645
"SVN",2013,5,9,"B",8,0.431685509740511,8,0.431685509740511
"SVN",2014,5,9,"B",8,0.413152671963506,8,0.413152671963506
"SVN",2015,5,9,"B",8,0.395030321494397,8,0.395030321494397
"SVN",2016,5,9,"B",8,0.377949255652605,8,0.377949255652605
"SVN",2017,5,9,"B",8,0.361525831021182,8,0.361525831021182
"SVN",2018,5,9,"B",8,0.345927622633505,8,0.345927622633505
"SVN",2019,5,9,"B",7,0.331218889828234,7,0.331218889828234
"SVN",2020,5,9,"B",7,0.317002812473681,7,0.317002812473681
